t,year,month,day,fracbelow2_sebs,fracbelow1_sebs,fracbelow0_sebs,btemp_sebs,fracbelow2_nebs,fracbelow1_nebs,fracbelow0_nebs,btemp_nebs,btemp_bbrkc,btemp_smbkc,isjuly1
1/18/1970 12:00,1970,1,18,0.688107456,0.55458202,0.385272725,0.903674051,0.980001065,0.88748613,0.670180044,-0.763558654,1.069634606,-0.019607247,FALSE
1/25/1970 12:00,1970,1,25,0.729794909,0.60754711,0.441321724,0.617332205,0.979599352,0.924473439,0.705394154,-0.875887178,0.464112674,-0.074687045,FALSE
2/1/1970 12:00,1970,2,1,0.759888998,0.633928442,0.465295185,0.469124083,0.976941556,0.932602897,0.758667867,-0.993645321,0.206063286,-0.088304664,FALSE
2/8/1970 12:00,1970,2,8,0.785299139,0.648351332,0.490310091,0.362642419,0.976183353,0.930350196,0.772488805,-1.079921881,-0.014764874,-0.063188111,FALSE
2/15/1970 12:00,1970,2,15,0.755497921,0.617675053,0.454353304,0.561334659,0.971256695,0.928089691,0.817877415,-1.18377546,0.229165898,0.111804061,FALSE
2/22/1970 12:00,1970,2,22,0.740927937,0.599210347,0.428279096,0.673475664,0.968988328,0.922441308,0.813005911,-1.180397972,0.400190077,0.2723205,FALSE
3/1/1970 12:00,1970,3,1,0.717952348,0.577048255,0.398002878,0.786092904,0.967851441,0.921696843,0.827966466,-1.202116079,0.54735008,0.450565715,FALSE
3/8/1970 12:00,1970,3,8,0.773816065,0.621998635,0.454867319,0.520641907,0.970503278,0.926642992,0.831428994,-1.213056363,0.269388184,0.168163329,FALSE
3/15/1970 12:00,1970,3,15,0.781645777,0.630842374,0.452547295,0.494700189,0.97277579,0.927410895,0.833334415,-1.21986612,0.305607595,0.013618473,FALSE
3/22/1970 12:00,1970,3,22,0.777704086,0.623251406,0.431702502,0.566206633,0.96709269,0.921747313,0.824331278,-1.190277038,0.469936879,0.017600181,FALSE
3/29/1970 12:00,1970,3,29,0.781069546,0.608874362,0.417679487,0.613667107,0.966336354,0.920973623,0.813808441,-1.154824154,0.599131771,0.021769442,FALSE
4/5/1970 12:00,1970,4,5,0.792027993,0.621566265,0.432886386,0.536509921,0.966714541,0.9213294,0.802556307,-1.11084103,0.493319404,0.011589538,FALSE
4/12/1970 12:00,1970,4,12,0.802386662,0.628815886,0.445519387,0.456041254,0.969364578,0.917934316,0.77274503,-1.014833494,0.453187375,-0.107311518,FALSE
4/19/1970 12:00,1970,4,19,0.778737726,0.573340512,0.384594497,0.650550042,0.963303376,0.91828225,0.768983027,-0.982427517,0.803433922,-0.084841997,FALSE
4/26/1970 12:00,1970,4,26,0.747394159,0.539673405,0.360506798,0.785054686,0.956119091,0.90772808,0.762913304,-0.918900561,1.034222391,0.018227002,FALSE
5/3/1970 12:00,1970,5,3,0.721433292,0.48350992,0.338595425,0.902342035,0.962924737,0.907018189,0.748491472,-0.84810581,1.253719635,-0.041640864,FALSE
5/10/1970 12:00,1970,5,10,0.665055074,0.458576278,0.322681549,1.029652325,0.965575275,0.901835437,0.730486144,-0.671657627,1.484288664,-0.075235371,FALSE
5/17/1970 12:00,1970,5,17,0.61762775,0.437869288,0.302321226,1.1540099,0.965194988,0.893338353,0.699772326,-0.522938247,1.628700104,-0.046330997,FALSE
5/24/1970 12:00,1970,5,24,0.586493235,0.416637404,0.278351997,1.309236389,0.966332104,0.885179072,0.667896596,-0.406523984,1.810211517,-0.013127148,FALSE
5/31/1970 12:00,1970,5,31,0.559633011,0.394325373,0.259162008,1.464860741,0.961513294,0.868456476,0.633977029,-0.302630145,1.939623822,-0.012367175,FALSE
6/7/1970 12:00,1970,6,7,0.529433929,0.37564534,0.236863659,1.652513677,0.93916864,0.840072785,0.589104212,-0.138109315,2.099247099,-0.024404905,FALSE
6/14/1970 12:00,1970,6,14,0.509801592,0.361125985,0.227380755,1.788659293,0.901230389,0.793974534,0.523740225,0.106189763,2.224751979,-0.034418895,FALSE
6/21/1970 12:00,1970,6,21,0.457174205,0.311068365,0.180784315,2.118735074,0.796185151,0.649582061,0.379569234,0.659083011,2.683094993,0.065683317,FALSE
6/28/1970 12:00,1970,6,28,0.440115043,0.29849955,0.170724478,2.280144179,0.723348558,0.590299633,0.343964295,0.968381352,2.848931848,0.117797172,TRUE
7/5/1970 12:00,1970,7,5,0.431977738,0.290413089,0.159282533,2.371694466,0.688658325,0.565074283,0.321725268,1.163467305,2.892794814,0.164931432,FALSE
7/12/1970 12:00,1970,7,12,0.423527383,0.284226582,0.151439888,2.514563463,0.663792289,0.54542191,0.306490059,1.322131206,3.11036954,0.208089198,FALSE
7/19/1970 12:00,1970,7,19,0.412590889,0.280555696,0.1377354,2.646043498,0.630417847,0.524623317,0.284263678,1.667643938,3.296102979,0.258584387,FALSE
7/26/1970 12:00,1970,7,26,0.400286589,0.263786159,0.124602279,2.806727124,0.607296846,0.504536351,0.262367442,1.983795705,3.485641997,0.300156346,FALSE
8/2/1970 12:00,1970,8,2,0.393526195,0.251738444,0.108901472,2.939361718,0.588668448,0.4836972,0.258590108,2.210924707,3.675866836,0.341796739,FALSE
8/9/1970 12:00,1970,8,9,0.376995384,0.238001914,0.099911448,3.076031314,0.586459537,0.486268296,0.259672746,2.363835661,3.879086759,0.359512689,FALSE
8/16/1970 12:00,1970,8,16,0.367732268,0.22286001,0.091829234,3.191334357,0.582395604,0.489954089,0.259258458,2.475899343,4.026986739,0.407278139,FALSE
8/23/1970 12:00,1970,8,23,0.351238772,0.206096886,0.090170463,3.331573794,0.589029857,0.487956899,0.258539069,2.567027959,4.171986215,0.453963331,FALSE
8/30/1970 12:00,1970,8,30,0.343675222,0.191018467,0.08572232,3.372699756,0.588970194,0.477200824,0.248858497,2.697273869,4.152870999,0.491623529,FALSE
9/6/1970 12:00,1970,9,6,0.334439954,0.17506254,0.084324611,3.435949907,0.595021397,0.46970132,0.254701367,2.674512306,4.229831249,0.493583006,FALSE
9/13/1970 12:00,1970,9,13,0.313778509,0.161662404,0.07624466,3.504060691,0.587468379,0.459164343,0.244169819,2.749090193,4.295503598,0.516374548,FALSE
9/20/1970 12:00,1970,9,20,0.296998276,0.153587195,0.065099668,3.538858345,0.579955309,0.441337988,0.224940396,2.787777873,4.312282581,0.589362541,FALSE
9/27/1970 12:00,1970,9,27,0.277407072,0.147186236,0.05925523,3.488989306,0.581783434,0.435900428,0.209060148,2.534885155,4.235595494,0.617277349,FALSE
10/4/1970 12:00,1970,10,4,0.261229814,0.134415874,0.053417736,3.474411416,0.576725698,0.415919467,0.179039957,2.311562102,4.246435031,0.704157093,FALSE
10/11/1970 12:00,1970,10,11,0.236704447,0.115767109,0.038167259,3.556123871,0.498263793,0.358496761,0.166399723,2.411959659,4.372346297,0.930456408,FALSE
10/18/1970 12:00,1970,10,18,0.221617676,0.101006539,0.024855663,3.496465646,0.558421045,0.382637057,0.17610712,1.896764249,4.322019857,1.015436524,FALSE
10/25/1970 12:00,1970,10,25,0.19936946,0.082350414,0.012952412,3.443013526,0.624858241,0.426771013,0.180107869,1.499137296,4.201124373,1.173350777,FALSE
11/1/1970 12:00,1970,11,1,0.17369976,0.041834754,0.007986555,3.405701612,0.754038697,0.442816339,0.229550105,1.061703478,4.129575455,1.578954852,FALSE
11/8/1970 12:00,1970,11,8,0.144166356,0.015273406,0.003853271,3.451840174,0.82285624,0.441887493,0.228081154,0.949763352,4.118635496,1.963900384,FALSE
11/15/1970 12:00,1970,11,15,0.12690079,0.011356702,0.002201172,3.380546651,0.915472004,0.493814459,0.237411519,0.745338262,4.033816715,2.106993142,FALSE
11/22/1970 12:00,1970,11,22,0.128771449,0.008286764,0.00055012,3.291273665,0.967463127,0.620724254,0.26148075,0.558314278,3.892897091,2.215073534,FALSE
11/29/1970 12:00,1970,11,29,0.168890269,0.017151535,0,3.166918365,0.973158944,0.725380278,0.345470485,0.302166666,3.721303283,2.259227979,FALSE
12/6/1970 12:00,1970,12,6,0.257457381,0.136672735,0.033122267,2.815473556,0.977313672,0.768488794,0.59943783,-0.204532527,3.32171966,2.105282936,FALSE
12/13/1970 12:00,1970,12,13,0.351257136,0.190506431,0.10147153,2.531176887,0.982252088,0.819373853,0.672755617,-0.563049498,3.009062172,1.911139721,FALSE
12/20/1970 12:00,1970,12,20,0.375861767,0.183603357,0.087557812,2.525805771,0.980736345,0.849395805,0.697968741,-0.629162032,2.919752238,1.905339148,FALSE
12/27/1970 12:00,1970,12,27,0.440430518,0.246210353,0.140531193,2.151845322,0.978082012,0.886338366,0.719619392,-0.815437899,2.455153252,1.640696858,FALSE
1/3/1971 12:00,1971,1,3,0.524966323,0.34612179,0.22122804,1.681338949,0.977702616,0.948159504,0.82404494,-1.069306259,2.086746973,0.906437216,FALSE
1/10/1971 12:00,1971,1,10,0.578683621,0.396151802,0.255145366,1.450537284,0.985674557,0.96366682,0.819357248,-1.089518503,1.92188702,0.378607099,FALSE
1/17/1971 12:00,1971,1,17,0.602660644,0.419542592,0.271224848,1.36019088,0.987573726,0.966698644,0.859518673,-1.153486079,1.636151461,0.527084971,FALSE
1/24/1971 12:00,1971,1,24,0.671318273,0.527854879,0.348538163,0.961969066,0.988333001,0.970873112,0.892931289,-1.227540393,1.075927147,0.271485667,FALSE
1/31/1971 12:00,1971,1,31,0.74747826,0.632250165,0.483476607,0.467200506,0.990231902,0.979602431,0.936820657,-1.396174801,0.436998622,-0.179921685,FALSE
2/7/1971 12:00,1971,2,7,0.759629176,0.657510427,0.504210231,0.424107452,0.990611771,0.987192922,0.973151774,-1.553233145,0.527894787,-0.536378458,FALSE
2/14/1971 12:00,1971,2,14,0.767985923,0.67235008,0.5337007,0.328778694,0.990611771,0.987952627,0.973912812,-1.60443273,0.438975995,-0.628352994,FALSE
2/21/1971 12:00,1971,2,21,0.791103124,0.700570759,0.570020612,0.123807,0.99099207,0.987952627,0.97429295,-1.605858391,0.111832242,-0.678197348,FALSE
2/28/1971 12:00,1971,2,28,0.804678578,0.71753381,0.600207943,-0.004150233,0.99099207,0.987192496,0.975049952,-1.606920203,-0.143185098,-0.684443491,FALSE
3/7/1971 12:00,1971,3,7,0.824433855,0.748236716,0.632386271,-0.194614018,0.991372066,0.98909155,0.976944533,-1.607101152,-0.448448865,-0.738236318,FALSE
3/14/1971 12:00,1971,3,14,0.831794405,0.758110508,0.649787211,-0.283753391,0.992512125,0.989471418,0.973519507,-1.613534333,-0.547010822,-0.788810401,FALSE
3/21/1971 12:00,1971,3,21,0.812970497,0.743529737,0.644176497,-0.207978103,0.989852459,0.984156524,0.967831533,-1.618612558,-0.431248355,-0.72037852,FALSE
3/28/1971 12:00,1971,3,28,0.802314039,0.730307927,0.632929869,-0.132115043,0.98985269,0.983017838,0.96593513,-1.6298368,-0.320318741,-0.677109864,FALSE
4/4/1971 12:00,1971,4,4,0.803995862,0.725233123,0.632326513,-0.134933471,0.99023241,0.983017715,0.963657301,-1.63302602,-0.298203469,-0.700236857,FALSE
4/11/1971 12:00,1971,4,11,0.802899568,0.719109243,0.627001851,-0.135288441,0.99023241,0.982258314,0.962140286,-1.625558095,-0.310645442,-0.680204457,FALSE
4/18/1971 12:00,1971,4,18,0.791662162,0.708713055,0.613818299,-0.072144228,0.988712952,0.980362788,0.95797568,-1.606209937,-0.218698527,-0.612317224,FALSE
4/25/1971 12:00,1971,4,25,0.793046537,0.706448352,0.613224087,-0.0590884,0.989093251,0.981879071,0.956084568,-1.577111154,-0.157093075,-0.642546459,FALSE
5/2/1971 12:00,1971,5,2,0.794116849,0.702794936,0.613202992,-0.008754961,0.989093251,0.981878049,0.952682017,-1.515540021,-0.062371093,-0.648137233,FALSE
5/9/1971 12:00,1971,5,9,0.787352446,0.694928922,0.587113171,0.077819374,0.988712952,0.980361963,0.944761107,-1.397498463,0.056636132,-0.617760507,FALSE
5/16/1971 12:00,1971,5,16,0.789585987,0.6848565,0.550960056,0.16693863,0.989093069,0.9803769,0.903530234,-1.253336093,0.176022039,-0.641585712,FALSE
5/23/1971 12:00,1971,5,23,0.775793666,0.649530832,0.493764544,0.32894166,0.989851528,0.965166864,0.875016551,-1.09375815,0.430909753,-0.622839061,FALSE
5/30/1971 12:00,1971,5,30,0.738203933,0.590693234,0.434540553,0.54441736,0.98613936,0.955150808,0.851279871,-0.932028522,0.739543205,-0.552814257,FALSE
6/6/1971 12:00,1971,6,6,0.682440798,0.528186936,0.38863994,0.800965682,0.973900848,0.919052997,0.780003046,-0.675795851,1.086303109,-0.389447695,FALSE
6/13/1971 12:00,1971,6,13,0.655841137,0.497945562,0.356960701,0.999865635,0.951439455,0.85959168,0.682228292,-0.424749779,1.337922156,-0.337610248,FALSE
6/20/1971 12:00,1971,6,20,0.625040981,0.471033383,0.331147701,1.233210088,0.907689894,0.792379554,0.624768568,-0.175695662,1.624924398,-0.280570188,FALSE
6/27/1971 12:00,1971,6,27,0.611911122,0.456462896,0.308487899,1.419641734,0.879945356,0.767405051,0.596617505,-0.009891061,1.774366201,-0.287895921,FALSE
7/4/1971 12:00,1971,7,4,0.608594879,0.445026125,0.280827042,1.569101965,0.857183511,0.738989276,0.572253777,0.13936939,1.876303619,-0.286541357,TRUE
7/11/1971 12:00,1971,7,11,0.589871542,0.42183028,0.257913336,1.732429179,0.800925183,0.697243073,0.538190628,0.403625414,1.975230622,-0.25621416,FALSE
7/18/1971 12:00,1971,7,18,0.569785689,0.39142315,0.238994283,1.910308225,0.739233845,0.64578051,0.517115018,0.729996677,2.081087117,-0.187343212,FALSE
7/25/1971 12:00,1971,7,25,0.535914533,0.368707766,0.225547859,2.124510625,0.698466819,0.628945125,0.50483315,0.998779001,2.344867289,-0.131902139,FALSE
8/1/1971 12:00,1971,8,1,0.527764596,0.358037069,0.218803753,2.249595575,0.677941478,0.616630185,0.4884483,1.169769926,2.491909514,-0.132317401,FALSE
8/8/1971 12:00,1971,8,8,0.519893593,0.344795949,0.211786099,2.392477428,0.668240096,0.612114495,0.477279345,1.305567748,2.691869194,-0.096626107,FALSE
8/15/1971 12:00,1971,8,15,0.511129416,0.329605869,0.1991865,2.549899886,0.65444461,0.601969584,0.462840242,1.458173718,2.91296681,-0.078902502,FALSE
8/22/1971 12:00,1971,8,22,0.491783524,0.307693426,0.177617061,2.710750179,0.664258341,0.609263034,0.460265223,1.572362568,3.131153302,-0.054247054,FALSE
8/29/1971 12:00,1971,8,29,0.47156164,0.286647291,0.163622254,2.826638644,0.666371666,0.609883774,0.454612481,1.652032915,3.296743099,-0.024621877,FALSE
9/5/1971 12:00,1971,9,5,0.457211359,0.274567196,0.154093597,2.885321348,0.674197748,0.620630432,0.454305517,1.643006789,3.360211834,0.005251041,FALSE
9/12/1971 12:00,1971,9,12,0.438703041,0.257478043,0.138154508,2.95465891,0.674648104,0.612815673,0.438835958,1.675465391,3.428290501,0.046034861,FALSE
9/19/1971 12:00,1971,9,19,0.412925512,0.235937857,0.125311561,3.061293917,0.653761381,0.588535568,0.40766645,1.813474916,3.550860589,0.093602809,FALSE
9/26/1971 12:00,1971,9,26,0.398104962,0.220047627,0.106412704,3.145970412,0.588225674,0.528614345,0.362204266,2.176631556,3.656827572,0.217547114,FALSE
10/3/1971 12:00,1971,10,3,0.382679743,0.208851435,0.09466468,3.155462074,0.566124196,0.493129734,0.335262692,2.082431039,3.726659889,0.31974993,FALSE
10/10/1971 12:00,1971,10,10,0.350053956,0.183365812,0.081256115,3.129769503,0.576548209,0.493904358,0.353786934,1.613624655,3.793722079,0.372581815,FALSE
10/17/1971 12:00,1971,10,17,0.31254219,0.148834365,0.061533574,3.177310985,0.568047715,0.477694159,0.324606727,1.464197155,3.891678353,0.56452379,FALSE
10/24/1971 12:00,1971,10,24,0.294628879,0.131554025,0.05598646,3.11371325,0.600642813,0.462240922,0.308868232,1.187907448,3.825687366,0.690914967,FALSE
10/31/1971 12:00,1971,10,31,0.27667035,0.111482672,0.049054609,3.037463093,0.729892383,0.470060581,0.291082188,0.928663429,3.751016087,0.796499392,FALSE
11/7/1971 12:00,1971,11,7,0.266120171,0.090540887,0.033812191,2.965542431,0.906509986,0.568488262,0.32219342,0.578350672,3.626567664,0.927894175,FALSE
11/14/1971 12:00,1971,11,14,0.251783003,0.076026122,0.023569883,2.922479564,0.941603855,0.757551963,0.377059366,0.288705401,3.569557141,1.038893427,FALSE
11/21/1971 12:00,1971,11,21,0.278927293,0.0806455,0.018577675,2.842821174,0.974311982,0.836737715,0.489229262,0.028106641,3.525223226,1.036597973,FALSE
11/28/1971 12:00,1971,11,28,0.407470167,0.145311895,0.020565202,2.519777105,0.975067372,0.908862132,0.708504082,-0.429492194,3.108110777,0.967079,FALSE
12/5/1971 12:00,1971,12,5,0.474458976,0.271991378,0.116822418,2.169189451,0.975064343,0.905114439,0.767978589,-0.855079291,2.73547236,0.767273847,FALSE
12/12/1971 12:00,1971,12,12,0.470575015,0.326567028,0.150967242,2.03460649,0.970144022,0.884104612,0.752620557,-0.87531015,2.618450712,0.609650528,FALSE
12/19/1971 12:00,1971,12,19,0.483858161,0.381847583,0.19678093,1.841918109,0.969761837,0.869103365,0.743441812,-0.84678479,2.3416605,0.572553156,FALSE
12/26/1971 12:00,1971,12,26,0.48671358,0.383812847,0.195650649,1.834873582,0.968621115,0.870528787,0.761861961,-0.887155203,2.275444243,0.604125234,FALSE
1/2/1972 12:00,1972,1,2,0.500213752,0.383255115,0.213754005,1.742167027,0.966729096,0.865990121,0.774065758,-0.948349381,2.222089415,0.529873022,FALSE
1/9/1972 12:00,1972,1,9,0.559350545,0.409682401,0.304406713,1.397029196,0.965211489,0.868590976,0.773242409,-0.985518159,1.865065476,0.352057602,FALSE
1/16/1972 12:00,1972,1,16,0.66054185,0.480244243,0.367684585,1.015289327,0.968618209,0.87874769,0.753155852,-0.952719141,1.459780753,0.060911524,FALSE
1/23/1972 12:00,1972,1,23,0.682718326,0.522406071,0.379347438,0.927706917,0.970511812,0.920641655,0.810888389,-1.092009715,1.316601183,-0.189731989,FALSE
1/30/1972 12:00,1972,1,30,0.697069624,0.542798961,0.361731444,0.922720184,0.975435473,0.936495202,0.845992649,-1.19812729,1.31373735,-0.139751376,FALSE
2/6/1972 12:00,1972,2,6,0.734103576,0.585872065,0.396951678,0.728433663,0.981501524,0.951981755,0.852041698,-1.252734291,1.174399422,-0.420426527,FALSE
2/13/1972 12:00,1972,2,13,0.766103745,0.644682197,0.441110616,0.525910498,0.986435477,0.973188439,0.860954657,-1.283481549,0.984379433,-0.678617324,FALSE
2/20/1972 12:00,1972,2,20,0.790056755,0.684151653,0.497218692,0.303527065,0.990612202,0.984916916,0.893691241,-1.287235338,0.586344516,-0.807074496,FALSE
2/27/1972 12:00,1972,2,27,0.783085773,0.674150656,0.503688515,0.293024182,0.99099207,0.983397951,0.921509866,-1.339196827,0.514798841,-0.830304935,FALSE
3/5/1972 12:00,1972,3,5,0.793551946,0.682353821,0.524541172,0.216286576,0.991372292,0.983777397,0.928280701,-1.329444482,0.339431632,-0.81080514,FALSE
3/12/1972 12:00,1972,3,12,0.806777818,0.698356281,0.532163824,0.131917313,0.99289227,0.98491455,0.934288514,-1.332846003,0.213090339,-0.836246365,FALSE
3/19/1972 12:00,1972,3,19,0.811852144,0.702314205,0.53586864,0.080178736,0.993272342,0.984534514,0.932404014,-1.320747733,0.086884276,-0.805996018,FALSE
3/26/1972 12:00,1972,3,26,0.813286281,0.715520516,0.549593559,0.033162917,0.991372292,0.982637798,0.957664849,-1.39028499,-0.016692434,-0.814865995,FALSE
4/2/1972 12:00,1972,4,2,0.811052095,0.719735124,0.558310718,0.030325585,0.99023241,0.98036219,0.959537966,-1.456043654,-0.048061521,-0.817396435,FALSE
4/9/1972 12:00,1972,4,9,0.826289899,0.734640109,0.566246737,-0.031476192,0.99023241,0.973926642,0.941033854,-1.43957908,-0.179631643,-0.774114029,FALSE
4/16/1972 12:00,1972,4,16,0.828574577,0.738892897,0.576386187,-0.049104363,0.989852459,0.975818212,0.931636358,-1.427852373,-0.242272035,-0.781882386,FALSE
4/23/1972 12:00,1972,4,23,0.825770292,0.741699604,0.582874511,-0.056212474,0.98947216,0.975443407,0.914825771,-1.391029837,-0.271226785,-0.791799094,FALSE
4/30/1972 12:00,1972,4,30,0.817647419,0.728801426,0.571643991,0.022633158,0.986055515,0.97126887,0.904297612,-1.317627387,-0.211406506,-0.674502146,FALSE
5/7/1972 12:00,1972,5,7,0.802433566,0.711601597,0.550797009,0.157541993,0.985295774,0.965593084,0.900112967,-1.213250432,-0.022298769,-0.623973959,FALSE
5/14/1972 12:00,1972,5,14,0.794809408,0.69867452,0.532222575,0.259848433,0.98567514,0.967885456,0.878157443,-1.081480894,0.133384441,-0.681992387,FALSE
5/21/1972 12:00,1972,5,21,0.792258212,0.684063342,0.506181104,0.371623348,0.986813324,0.957760713,0.830850721,-0.855440957,0.265823108,-0.666186367,FALSE
5/28/1972 12:00,1972,5,28,0.764470762,0.650977449,0.443221813,0.581180117,0.980037022,0.934577097,0.758371672,-0.617918055,0.555477062,-0.578187392,FALSE
6/4/1972 12:00,1972,6,4,0.731956638,0.598105556,0.391119407,0.754988933,0.962568165,0.88569852,0.690479967,-0.399553217,0.770341783,-0.533754337,FALSE
6/11/1972 12:00,1972,6,11,0.684373375,0.54349569,0.345796438,0.997731734,0.939790055,0.846158201,0.621029278,-0.196575771,1.072963923,-0.432966325,FALSE
6/18/1972 12:00,1972,6,18,0.631221773,0.475491186,0.295320753,1.294243911,0.907720721,0.792984977,0.567992386,-0.003420024,1.437425123,-0.390157062,FALSE
6/25/1972 12:00,1972,6,25,0.592536283,0.447807263,0.273822062,1.504544806,0.883628892,0.762922205,0.532093787,0.153335522,1.693921065,-0.354132718,FALSE
7/2/1972 12:00,1972,7,2,0.581938294,0.436681947,0.266873927,1.643404588,0.861319918,0.735040895,0.504030695,0.318187577,1.806167276,-0.333698484,TRUE
7/9/1972 12:00,1972,7,9,0.575216767,0.426313282,0.257690155,1.747487767,0.837713638,0.712338799,0.48876903,0.455794611,1.875916567,-0.29126294,FALSE
7/16/1972 12:00,1972,7,16,0.562026675,0.41511829,0.24624969,1.902887444,0.810485227,0.689324443,0.473460508,0.608555849,2.039092703,-0.237421979,FALSE
7/23/1972 12:00,1972,7,23,0.555013605,0.408108521,0.238668749,2.04194802,0.781850956,0.662938346,0.46115315,0.808300929,2.210659607,-0.222890022,FALSE
7/30/1972 12:00,1972,7,30,0.550271061,0.407284516,0.229169705,2.167946105,0.74310249,0.632417599,0.439998091,1.069961695,2.295929497,-0.169046977,FALSE
8/6/1972 12:00,1972,8,6,0.539890245,0.399687743,0.216262948,2.27657059,0.718132176,0.609284794,0.428816538,1.321791097,2.391388295,-0.129630721,FALSE
8/13/1972 12:00,1972,8,13,0.532036115,0.390431467,0.202818173,2.382793448,0.691761498,0.590324193,0.41874003,1.593247582,2.491347808,-0.107310773,FALSE
8/20/1972 12:00,1972,8,20,0.522201301,0.379758225,0.185453555,2.507670792,0.657275118,0.570696503,0.407154888,1.955062244,2.69181406,-0.055448385,FALSE
8/27/1972 12:00,1972,8,27,0.514576538,0.36936129,0.175620016,2.607032552,0.649890012,0.566613762,0.404193697,2.149911141,2.860032396,-0.018683407,FALSE
9/3/1972 12:00,1972,9,3,0.501092501,0.354494286,0.163852469,2.708080696,0.643130594,0.554632479,0.392256826,2.311324932,2.990595006,0.016568983,FALSE
9/10/1972 12:00,1972,9,10,0.484556053,0.336860633,0.155179669,2.812884113,0.624816509,0.540381181,0.372842683,2.509593033,3.163368367,0.058084806,FALSE
9/17/1972 12:00,1972,9,17,0.47836748,0.327323743,0.145404265,2.832359827,0.634042555,0.54813593,0.375091802,2.404290891,3.191973147,0.100888805,FALSE
9/24/1972 12:00,1972,9,24,0.461614033,0.303302558,0.132337153,2.853806496,0.617480428,0.528430566,0.352019096,2.41743156,3.160877952,0.201660694,FALSE
10/1/1972 12:00,1972,10,1,0.4372762,0.277571304,0.122312023,2.87488667,0.600020156,0.512192094,0.318684284,2.03883521,3.176794815,0.256075456,FALSE
10/8/1972 12:00,1972,10,8,0.394432693,0.242111729,0.1053508,2.918387612,0.60600285,0.490827802,0.27812667,1.774909315,3.241989566,0.357017199,FALSE
10/15/1972 12:00,1972,10,15,0.3491321,0.207220574,0.085025739,3.038562335,0.577149009,0.431872642,0.254100793,1.932165196,3.421151235,0.477541496,FALSE
10/22/1972 12:00,1972,10,22,0.324097559,0.190096375,0.075791442,3.09023437,0.575971316,0.391293934,0.222138714,1.881265134,3.61057598,0.505982617,FALSE
10/29/1972 12:00,1972,10,29,0.299650856,0.165299074,0.057753091,3.104405717,0.617599434,0.394488004,0.197952561,1.571173807,3.636818553,0.677188972,FALSE
11/5/1972 12:00,1972,11,5,0.27972617,0.143866046,0.039661282,3.082161281,0.71159138,0.445365349,0.204097671,1.241901389,3.604889114,0.817659207,FALSE
11/12/1972 12:00,1972,11,12,0.255095692,0.114581122,0.02021076,3.048139653,0.772399615,0.537542243,0.246461517,0.947290286,3.54852168,0.992304047,FALSE
11/19/1972 12:00,1972,11,19,0.204403396,0.076400767,0.004979763,3.126038435,0.882604721,0.680062303,0.290157874,0.51595305,3.627894528,1.367224285,FALSE
11/26/1972 12:00,1972,11,26,0.260647621,0.079547722,0.002205844,3.001919153,0.967476138,0.832618403,0.543953135,-0.031309084,3.541016495,1.305133125,FALSE
12/3/1972 12:00,1972,12,3,0.275339988,0.062177284,0.004961587,3.003550184,0.962175269,0.840161675,0.566372066,-0.071971954,3.577307601,1.364092147,FALSE
12/10/1972 12:00,1972,12,10,0.295426888,0.046933122,0.002757784,3.018205707,0.964821816,0.898530704,0.625718935,-0.250526265,3.589712096,1.522205274,FALSE
12/17/1972 12:00,1972,12,17,0.415547102,0.246906903,0.096315784,2.460217655,0.969367262,0.917984015,0.817111351,-0.830177232,3.022050236,1.243984636,FALSE
12/24/1972 12:00,1972,12,24,0.459537751,0.302733604,0.155216194,2.221760937,0.969366878,0.919887194,0.815762381,-1.016939278,2.830721008,0.850398646,FALSE
12/31/1972 12:00,1972,12,31,0.506167171,0.361241499,0.221322269,1.903125158,0.971639332,0.908228288,0.786830626,-1.015702924,2.401807339,0.555707977,FALSE
1/7/1973 12:00,1973,1,7,0.514582989,0.372733334,0.230639343,1.847130152,0.972401138,0.921738478,0.815783584,-1.090457116,2.283383427,0.607609284,FALSE
1/14/1973 12:00,1973,1,14,0.588153978,0.451518039,0.323515856,1.37770333,0.976567741,0.922884527,0.823325856,-1.156056974,1.631890684,0.296939548,FALSE
1/21/1973 12:00,1973,1,21,0.668469021,0.541318712,0.410429777,0.885272038,0.983017047,0.928950162,0.817205774,-1.161311779,0.862558023,-0.0593366,FALSE
1/28/1973 12:00,1973,1,28,0.689311056,0.57039543,0.432528844,0.780680823,0.985294536,0.960334593,0.854437416,-1.226056509,0.74419626,-0.202538134,FALSE
2/4/1973 12:00,1973,2,4,0.701994267,0.589161818,0.44588973,0.738193155,0.986433922,0.973936515,0.906784362,-1.328119612,0.715904994,-0.28567602,FALSE
2/11/1973 12:00,1973,2,11,0.686019298,0.579336294,0.44549856,0.7923632,0.986812818,0.976576295,0.934607511,-1.462716932,0.797903515,-0.243492346,FALSE
2/18/1973 12:00,1973,2,18,0.708075308,0.604722917,0.477477075,0.642576558,0.99023182,0.983777143,0.949373381,-1.502767537,0.793573785,-0.547860748,FALSE
2/25/1973 12:00,1973,2,25,0.716780594,0.608071329,0.492842386,0.590427859,0.990991767,0.984156545,0.955768618,-1.519160028,0.805872783,-0.624868879,FALSE
3/4/1973 12:00,1973,3,4,0.717374738,0.609221652,0.490336683,0.578780829,0.989851952,0.983396523,0.959923308,-1.542837988,0.775901387,-0.630562828,FALSE
